Fib2424hr5R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib2724hr10R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib3424hr15R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib4124hr20R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib24bsl1R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib27bsl6R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib34bsl11R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam	Fib41bsl16R1001trimmedNoAbundant.fastq.gzAligned.sortedByCoord.out.bam
ENSG00000106392	206	289	369	318	288	275	124	227
ENSG00000215018	0	0	0	0	0	0	0	0
ENSG00000164654	79	126	129	73	84	117	44	68
ENSG00000106399	167	223	223	151	117	215	47	88
ENSG00000219545	153	284	327	271	215	266	77	128
ENSG00000106415	49	69	56	32	79	96	21	43
ENSG00000003147	1	5	1	0	0	0	2	1
ENSG00000122584	0	0	0	0	0	0	0	0
ENSG00000189043	2145	2636	3356	2566	2157	3080	1010	1599
ENSG00000106443	297	475	570	303	363	585	148	209
ENSG00000005108	1	2	0	0	2	4	2	1
ENSG00000106460	709	804	1187	761	686	961	269	558
ENSG00000146530	2	1	0	2	2	0	1	2
ENSG00000226690	0	0	0	0	0	0	0	0
ENSG00000006747	0	0	0	0	0	0	4	1
ENSG00000122644	104	87	99	52	54	54	6	13
ENSG00000006468	0	6	8	8	4	10	4	15
ENSG00000136267	2	0	0	0	0	2	0	0
ENSG00000187546	0	0	1	0	0	0	0	0
ENSG00000106511	0	0	0	0	0	0	0	0
ENSG00000214960	16	33	39	29	23	33	9	16
ENSG00000171243	0	0	0	0	0	0	0	0
ENSG00000205858	0	0	0	0	0	0	0	0
ENSG00000106524	393	515	808	427	459	610	192	265
ENSG00000136261	775	702	1213	599	899	1116	399	533
ENSG00000106537	1112	1516	2596	2743	841	799	298	1204
ENSG00000280130	0	0	0	0	0	0	0	0
ENSG00000106541	0	0	0	0	0	0	0	0
ENSG00000173467	0	0	0	0	0	0	0	0
ENSG00000106546	1725	2620	4872	1562	4030	5012	1801	2294
ENSG00000283321	1645	2517	4661	1490	3883	4779	1725	2196
ENSG00000071189	221	315	463	221	234	358	101	151
ENSG00000229937	1	2	1	0	1	3	0	2
ENSG00000048052	30	55	137	83	150	97	62	165
ENSG00000122691	126	164	277	132	299	192	101	89
ENSG00000146618	0	0	0	0	0	0	0	0
ENSG00000105849	178	196	284	165	188	257	77	115
ENSG00000173452	0	0	0	0	0	0	0	0
ENSG00000183742	10	3	4	0	19	17	9	5
ENSG00000105855	51	86	103	32	303	337	193	132
ENSG00000004846	0	0	0	2	1	0	0	1
ENSG00000164651	0	0	0	0	0	0	0	0
ENSG00000105866	54	95	88	60	69	122	28	44
ENSG00000105877	22	39	40	18	53	75	23	15
ENSG00000164649	47	136	205	84	150	137	72	96
ENSG00000136237	0	2	1	3	4	18	7	2
ENSG00000105889	9	6	13	5	3	11	4	13
ENSG00000136244	1185	777	3281	2802	2307	1751	1346	3787
ENSG00000281889	0	0	0	0	0	0	0	0
ENSG00000196683	459	778	1151	498	562	817	275	331
ENSG00000122591	443	730	1101	694	710	836	372	629
ENSG00000122550	494	669	960	725	689	730	267	545
ENSG00000136243	278	417	521	362	288	389	94	179
ENSG00000136235	560	786	4523	1845	920	728	1490	1819
ENSG00000156928	403	886	994	545	728	752	264	357
ENSG00000136231	49	16	107	26	115	37	29	25
ENSG00000164548	725	884	1681	1370	1098	993	393	949
ENSG00000169193	105	114	106	103	124	136	60	88
ENSG00000279448	0	0	0	0	0	0	0	0
ENSG00000188732	35	33	41	23	43	58	16	18
ENSG00000196335	7	0	2	0	6	5	0	0
ENSG00000122585	0	0	0	0	0	0	0	1
ENSG00000105926	162	257	292	142	169	278	64	98
ENSG00000105928	855	1299	1750	556	1679	1670	594	694
ENSG00000070882	151	213	344	150	224	259	88	166
ENSG00000172115	290	495	664	457	379	456	151	294
ENSG00000153790	9	4	4	3	11	6	3	6
ENSG00000105954	0	0	0	0	0	0	0	0
ENSG00000050344	111	128	91	124	169	194	24	122
ENSG00000122566	3052	4096	6185	4101	4202	5043	1465	3007
ENSG00000122565	903	1221	1310	821	794	1365	362	396
ENSG00000086300	0	3	13	9	12	6	0	9
ENSG00000005020	295	317	397	277	325	366	83	166
ENSG00000105991	0	0	0	0	0	0	0	0
ENSG00000105996	0	0	0	0	0	0	0	0
ENSG00000105997	0	0	0	0	0	0	0	0
ENSG00000197576	0	0	0	0	0	0	0	0
ENSG00000106004	0	0	0	0	0	0	0	0
ENSG00000106006	0	0	0	0	0	0	0	0
ENSG00000122592	0	0	0	0	0	0	0	0
ENSG00000078399	0	0	0	0	0	0	0	0
ENSG00000257184	0	0	0	0	0	0	0	0
ENSG00000253293	0	0	2	0	0	0	0	0
ENSG00000005073	0	0	3	1	0	0	0	0
ENSG00000106031	0	0	0	0	0	0	0	0
ENSG00000106038	0	0	0	0	0	0	0	0
ENSG00000106049	337	508	675	554	676	610	347	493
ENSG00000106052	3141	3650	5321	3008	3896	4680	1779	2806
ENSG00000153814	255	399	498	240	435	554	177	219
ENSG00000146592	44	45	62	32	120	98	41	59
ENSG00000255690	0	1	0	1	0	3	1	0
ENSG00000106066	7	90	62	44	17	72	25	29
ENSG00000106069	3	13	15	6	9	3	4	2
ENSG00000176532	40	29	67	36	24	12	6	5
ENSG00000122574	6	8	16	0	50	13	12	6
ENSG00000136193	1047	1862	2868	1106	1586	1873	678	946
ENSG00000106080	686	996	1195	861	597	830	183	427
ENSG00000106086	30	15	19	22	31	33	7	7
ENSG00000180354	59	173	160	44	176	171	73	44
ENSG00000180233	11	15	21	11	16	16	6	11
ENSG00000281593	3	4	4	3	3	2	0	2
ENSG00000106100	18	8	22	14	29	16	4	10
ENSG00000006625	138	275	335	141	170	283	73	86
ENSG00000281039	82	149	159	84	90	182	37	42
ENSG00000106105	12171	22787	31335	12276	13068	18786	4934	4840
ENSG00000106113	1	1	0	0	1	1	0	0
ENSG00000241644	1978	1629	2971	798	1437	1238	477	364
ENSG00000254959	1195	1012	1837	499	843	740	301	204
ENSG00000106125	198	360	360	135	151	235	47	78
ENSG00000250424	90	113	247	59	47	54	21	35
ENSG00000240583	61	61	223	47	17	18	14	22
ENSG00000106128	0	0	0	0	0	0	0	0
ENSG00000078549	0	0	0	0	1	0	0	0
ENSG00000164600	0	0	0	0	0	0	0	0
ENSG00000180347	0	0	0	0	0	0	0	0
ENSG00000106341	0	0	0	1	1	0	0	0
ENSG00000154678	292	707	1384	150	1493	1547	731	592
ENSG00000106355	191	293	333	179	188	306	78	110
ENSG00000105778	247	340	510	278	317	343	91	191
ENSG00000170852	205	313	519	296	295	326	116	167
ENSG00000122642	497	1296	2062	745	1013	1365	483	623
ENSG00000122643	98	147	205	67	64	181	40	55
ENSG00000164610	70	155	223	117	97	111	41	68
ENSG00000122507	152	213	288	158	228	208	83	110
ENSG00000164619	138	76	310	186	1533	322	690	1013
ENSG00000187258	0	0	0	0	0	0	0	0
ENSG00000173852	181	317	391	309	211	282	52	154
ENSG00000164532	229	232	429	291	290	275	140	162
ENSG00000122557	239	339	317	246	326	348	96	185
ENSG00000122545	1362	2073	2121	1518	1802	2099	494	1014
ENSG00000122547	3	9	15	11	7	6	1	12
ENSG00000164542	86	111	108	62	120	133	39	47
ENSG00000011426	80	68	119	57	140	105	31	81
ENSG00000136250	0	0	0	0	0	0	0	0
ENSG00000155849	0	2	4	4	2	0	0	2
ENSG00000187037	0	0	0	0	0	0	0	0
ENSG00000086289	790	558	1176	1060	1246	812	496	1287
ENSG00000086288	0	0	0	0	0	0	0	0
ENSG00000106483	1882	401	2389	2615	2520	461	752	3295
ENSG00000010270	250	358	422	452	363	424	142	314
ENSG00000227191	0	0	0	0	0	0	0	0
ENSG00000211687	0	0	0	0	0	0	0	0
ENSG00000211688	0	0	0	0	0	0	0	0
ENSG00000211689	0	0	0	0	0	0	0	0
ENSG00000211690	0	0	0	0	0	0	0	0
ENSG00000211691	0	0	0	0	0	0	0	0
ENSG00000211692	0	0	0	0	0	0	0	0
ENSG00000211693	0	0	0	0	0	0	0	0
ENSG00000211694	0	0	0	0	0	0	0	0
ENSG00000211695	0	0	0	0	0	1	0	0
ENSG00000211696	0	0	0	0	0	0	0	0
ENSG00000211697	0	0	0	0	0	0	0	0
ENSG00000211698	0	0	0	0	0	0	0	0
ENSG00000211699	0	0	0	0	0	0	0	0
ENSG00000233306	0	0	0	0	0	0	0	0
ENSG00000211701	0	0	0	0	0	0	0	0
ENSG00000078053	7	66	39	17	9	102	22	17
ENSG00000006715	1516	2860	3420	2122	2511	2875	895	1455
ENSG00000106536	0	0	1	0	0	0	0	0
ENSG00000241127	152	336	387	190	185	259	79	98
ENSG00000006451	1454	3531	5619	3867	2588	2595	778	2000
ENSG00000065883	586	784	1003	483	619	795	217	327
ENSG00000168303	281	575	543	250	324	431	117	164
ENSG00000175600	127	302	306	138	212	291	103	107
ENSG00000122641	5742	5717	7430	4833	6849	5222	1547	3067
ENSG00000106571	11	26	20	8	6	18	2	8
ENSG00000136197	207	396	445	265	304	336	90	136
ENSG00000256646	1795	2651	3182	1908	2243	3182	880	1491
ENSG00000106588	1795	2651	3182	1909	2244	3182	880	1492
ENSG00000106591	325	826	954	529	731	816	212	553
ENSG00000002746	0	4	3	1	1	4	0	0
ENSG00000164543	886	1169	1609	1012	1262	1528	504	706
ENSG00000106603	85	177	194	154	175	162	66	98
ENSG00000106605	434	615	868	537	753	705	311	467
ENSG00000270617	68	114	156	93	159	119	50	118
ENSG00000062582	279	443	671	349	580	443	194	464
ENSG00000106608	216	370	427	241	494	335	143	326
ENSG00000078967	10	30	31	13	21	23	1	13
ENSG00000136206	0	0	0	0	0	0	0	0
ENSG00000136279	671	1154	1691	1256	1255	974	478	1121
ENSG00000164708	2	6	1	2	1	0	1	0
ENSG00000122678	96	98	122	85	76	64	36	40
ENSG00000106624	593	463	1248	671	316	269	125	222
ENSG00000106628	175	300	418	243	427	373	145	224
ENSG00000106631	46	26	52	20	26	5	4	5
ENSG00000106633	1	3	8	1	7	0	2	4
ENSG00000106636	966	1627	2154	1417	1140	1212	356	630
ENSG00000058404	2	3	1	1	2	4	3	8
ENSG00000015676	513	715	988	601	670	657	218	482
ENSG00000015520	0	0	1	0	0	1	0	0
ENSG00000136271	478	547	770	503	555	575	195	415
ENSG00000158604	689	963	1270	875	1079	923	351	841
ENSG00000105953	1099	1303	2293	2116	1784	1430	588	1887
ENSG00000122515	150	182	249	183	316	243	96	224
ENSG00000196262	886	953	1595	958	895	1204	398	806
ENSG00000105968	588	948	1113	670	672	782	221	367
ENSG00000146676	110	286	299	226	295	212	116	170
ENSG00000136286	0	0	0	0	0	0	0	0
ENSG00000136280	68	115	160	74	113	98	24	70
ENSG00000136274	56	100	100	42	97	127	32	39
ENSG00000136270	263	335	465	310	490	476	126	330
ENSG00000122679	0	0	0	0	0	0	0	0
ENSG00000164742	0	0	0	0	0	0	0	0
ENSG00000283247	0	0	0	0	0	0	0	0
ENSG00000146678	1	1	14	31	24	54	16	39
ENSG00000146674	40809	64191	77222	41480	36037	40301	7578	11705
ENSG00000136205	521	1497	986	941	1103	1666	465	610
ENSG00000136273	251	460	518	296	357	395	114	167
ENSG00000158683	0	3	0	0	1	2	1	0
ENSG00000164744	1	1	2	0	0	1	0	0
ENSG00000164746	0	1	4	0	0	4	0	0
ENSG00000183696	33	100	165	46	66	101	39	29
ENSG00000179869	0	3	2	5	2	2	0	7
ENSG00000188730	0	0	0	0	0	0	0	0
ENSG00000042813	0	0	0	0	0	0	0	0
ENSG00000164500	0	0	0	0	0	1	0	0
ENSG00000185811	0	0	0	0	0	0	0	0
ENSG00000132436	69	89	127	60	89	129	43	63
ENSG00000132437	0	0	0	0	0	0	0	0
ENSG00000106070	606	1064	1137	664	638	712	201	259
ENSG00000106078	0	0	0	0	1	0	0	1
ENSG00000221900	0	0	0	0	0	0	0	0
ENSG00000170419	2	0	1	3	1	1	0	6
ENSG00000132432	3997	4474	6056	3989	2694	4775	1090	1592
ENSG00000146648	603	1469	1339	780	1471	2187	521	1003
ENSG00000132434	467	1341	977	430	389	749	131	215
ENSG00000154978	44	146	188	83	81	66	27	69
ENSG00000154997	0	1	0	0	0	0	0	0
ENSG00000249773	151	243	291	162	200	231	88	113
ENSG00000178665	9	12	23	10	15	11	8	5
ENSG00000146729	258	334	378	208	351	427	110	163
ENSG00000239789	148	240	283	158	195	229	85	110
ENSG00000146733	577	1375	1394	397	563	879	154	107
ENSG00000146731	1872	2898	3932	2045	2469	3041	875	1732
ENSG00000129103	869	1648	1966	1344	1444	1939	535	1368
ENSG00000164776	0	0	1	0	1	7	0	1
ENSG00000106153	786	947	1291	917	788	1067	279	642
ENSG00000185290	0	2	0	0	0	2	0	0
ENSG00000268187	0	0	0	0	0	0	0	0
ENSG00000185177	1	0	0	0	0	0	0	0
ENSG00000182111	0	0	1	0	0	0	0	0
ENSG00000275217	0	0	0	0	0	0	0	0
ENSG00000214652	18	1	3	3	5	1	1	2
ENSG00000223614	0	0	0	0	0	0	0	0
ENSG00000197123	1	0	0	0	1	0	0	0
ENSG00000234444	26	18	62	17	22	22	6	12
ENSG00000173041	36	48	83	28	43	94	26	19
ENSG00000196247	28	19	30	19	11	37	10	8
ENSG00000197008	18	16	22	20	14	24	8	18
ENSG00000198039	1	9	16	7	4	18	2	2
ENSG00000152926	11	17	23	3	11	15	5	6
ENSG00000213462	47	49	88	65	60	98	19	62
ENSG00000280410	0	0	0	0	0	0	0	0
ENSG00000146757	44	72	66	64	52	67	26	30
ENSG00000280427	0	0	0	0	0	0	0	0
ENSG00000196715	169	261	411	338	233	260	108	285
ENSG00000169919	128	183	276	149	250	199	91	162
ENSG00000126522	296	376	699	504	486	367	185	381
ENSG00000249319	279	325	542	368	347	339	148	244
ENSG00000241258	165	214	251	185	202	214	80	128
ENSG00000169902	576	798	799	575	427	666	158	270
ENSG00000243335	99	172	263	200	148	144	51	117
ENSG00000154710	433	545	805	511	561	556	164	321
ENSG00000106609	694	726	1077	863	704	744	296	564
ENSG00000126524	1121	1645	2434	1673	1550	1562	501	1031
ENSG00000198874	116	222	201	94	132	162	52	104
ENSG00000158321	32	11	57	8	17	15	6	8
ENSG00000185274	0	0	0	0	0	0	0	0
ENSG00000183166	0	0	0	0	0	0	0	0
ENSG00000277149	2	74	81	50	1	80	14	45
ENSG00000196313	53	79	87	79	106	77	27	54
ENSG00000155428	0	0	0	0	0	0	0	0
ENSG00000130305	39	86	121	64	120	97	27	89
ENSG00000146755	0	0	0	0	0	0	0	0
ENSG00000077800	0	0	0	0	0	0	0	0
ENSG00000188763	2	6	9	1	0	1	3	3
ENSG00000009954	783	931	1391	715	1050	1060	376	483
ENSG00000106635	66	92	152	76	107	82	49	76
ENSG00000106638	786	900	1405	797	666	886	263	496
ENSG00000009950	0	0	1	0	0	0	0	0
ENSG00000176428	2	7	8	10	7	6	3	5
ENSG00000176410	121	171	248	138	176	214	85	127
ENSG00000071462	569	837	1113	878	800	897	348	717
ENSG00000106089	34	61	110	52	46	39	13	34
ENSG00000106077	16	37	58	47	55	33	25	42
ENSG00000165215	0	0	3	0	0	0	0	0
ENSG00000189143	0	3	0	0	0	0	0	0
ENSG00000165171	4	2	25	2	11	9	13	9
ENSG00000175877	0	0	0	0	0	0	0	0
ENSG00000049540	60	694	4104	151	13	226	94	38
ENSG00000106683	112	155	274	296	163	111	50	134
ENSG00000106682	511	838	1073	672	675	688	237	491
ENSG00000086730	0	0	0	0	0	2	0	0
ENSG00000049541	124	160	171	90	92	138	43	80
ENSG00000106665	36	84	164	78	107	66	62	84
ENSG00000006704	69	147	147	106	102	115	36	59
ENSG00000263001	778	1091	1267	828	1192	1214	353	630
ENSG00000158517	0	0	0	0	0	0	0	0
ENSG00000196275	3	5	3	4	3	3	2	3
ENSG00000274070	82	192	195	135	174	168	67	100
ENSG00000274523	328	503	637	377	434	372	125	325
ENSG00000174428	1	7	9	8	8	7	0	2
ENSG00000178809	0	0	0	0	0	0	0	0
ENSG00000272391	43	44	69	47	53	47	22	27
ENSG00000170092	0	0	0	0	0	0	0	0
ENSG00000127946	64	69	123	66	71	81	25	65
ENSG00000006606	95	51	75	313	207	91	20	267
ENSG00000106178	0	0	0	0	0	0	0	0
ENSG00000005486	427	445	679	601	648	470	162	509
ENSG00000127948	301	485	786	483	685	661	259	573
ENSG00000189077	210	246	402	296	370	283	109	259
ENSG00000127952	227	398	452	243	288	407	95	180
ENSG00000146701	2353	2613	3434	2764	2804	3393	1040	2437
ENSG00000177679	1	1	3	2	2	0	0	0
ENSG00000106211	6589	10117	18622	10594	7918	5314	2976	8530
ENSG00000170027	4047	8829	9042	6199	8154	8246	2551	5977
ENSG00000146700	1	12	15	8	1	3	0	4
ENSG00000188372	22	12	32	23	35	3	10	11
ENSG00000091073	33	73	77	61	68	65	28	51
ENSG00000243566	3	1	7	2	5	2	6	4
ENSG00000185040	0	0	0	0	0	0	0	0
ENSG00000146707	0	2	0	0	0	0	1	0
ENSG00000135205	1432	882	551	580	224	290	16	98
ENSG00000127951	26	36	14	15	26	51	0	4
ENSG00000186088	1	18	20	12	21	31	8	21
ENSG00000127947	462	579	884	501	497	800	194	322
ENSG00000187257	132	205	247	133	161	233	59	82
ENSG00000135211	224	221	316	233	236	280	110	151
ENSG00000006576	1146	1120	1767	1456	1241	1322	388	988
ENSG00000187391	28	47	46	21	46	37	21	36
ENSG00000127955	326	467	636	388	601	521	278	367
ENSG00000135218	3	1	8	9	7	3	1	15
ENSG00000214415	0	4	4	5	1	0	0	1
ENSG00000075223	2928	4003	6935	2636	3205	4102	1499	1385
ENSG00000019991	0	0	2	1	5	6	1	3
ENSG00000153956	3510	4328	5940	6466	6521	7099	2010	6690
ENSG00000186472	5	2	2	6	0	4	1	3
ENSG00000170381	11	69	26	18	34	86	11	10
ENSG00000075213	28	26	38	158	173	80	35	302
ENSG00000153993	18	78	46	31	115	345	71	50
ENSG00000198822	0	0	0	0	0	0	0	0
ENSG00000164659	1113	1127	3292	765	2210	2368	1401	996
ENSG00000135164	134	202	312	116	173	256	83	102
ENSG00000135185	48	123	171	75	75	97	33	37
ENSG00000005469	370	884	777	341	536	1012	327	312
ENSG00000005471	0	3	2	0	0	1	0	1
ENSG00000085563	6	152	59	113	13	322	13	171
ENSG00000105784	3	163	109	14	3	114	6	9
ENSG00000075303	32	57	52	33	53	67	8	33
ENSG00000006634	7	11	37	20	13	18	2	11
ENSG00000008277	5	6	3	2	0	1	0	2
ENSG00000075142	868	1212	1735	1231	1065	1274	509	851
ENSG00000127954	0	2	0	0	8	3	4	7
ENSG00000182348	0	0	0	0	0	0	0	0
ENSG00000164645	0	0	0	0	0	0	0	0
ENSG00000164647	3	5	34	30	10	4	14	57
ENSG00000157214	9	9	31	45	17	23	8	55
ENSG00000105792	4	5	9	2	16	3	7	10
ENSG00000283267	0	0	0	0	0	0	0	0
ENSG00000105793	182	231	277	107	153	269	72	86
ENSG00000157224	199	331	413	202	231	320	102	195
ENSG00000058091	225	261	427	239	209	279	67	114
ENSG00000157240	59	62	183	75	65	53	42	60
ENSG00000127989	129	169	160	135	140	207	51	104
ENSG00000127914	1141	1427	1855	1142	1517	2299	408	1084
ENSG00000001630	777	990	2056	1000	1673	1753	768	1501
ENSG00000240720	0	0	0	0	0	0	0	0
ENSG00000001631	170	237	310	153	242	273	87	120
ENSG00000001629	649	806	1231	740	947	851	423	607
ENSG00000157259	224	252	365	210	239	278	93	148
ENSG00000242950	0	0	0	0	0	0	0	0
ENSG00000127980	132	135	196	155	158	177	49	100
ENSG00000127993	165	267	338	179	139	222	70	87
ENSG00000234545	9	7	9	8	10	3	1	3
ENSG00000105810	1522	2491	3218	1599	3627	2854	1116	1662
ENSG00000205413	259	227	636	373	306	399	183	318
ENSG00000177409	84	84	227	94	143	169	63	85
ENSG00000188175	0	1	3	0	0	0	0	0
ENSG00000004766	375	473	605	424	392	505	142	305
ENSG00000004948	0	0	0	0	0	0	0	0
ENSG00000127928	0	0	0	0	0	0	0	0
ENSG00000105825	11	12	43	43	3	18	16	25
ENSG00000127920	80	88	312	240	164	71	78	143
ENSG00000105829	269	359	419	303	202	298	68	154
ENSG00000164692	40842	64827	134827	49119	91823	97776	41121	53312
ENSG00000127995	43	53	83	88	63	77	18	43
ENSG00000127990	569	1042	1822	1151	702	1034	526	808
ENSG00000242265	37	32	156	127	81	62	65	123
ENSG00000158528	0	7	7	4	3	12	5	11
ENSG00000236197	0	0	0	0	0	0	0	0
ENSG00000005421	0	0	0	0	0	0	0	0
ENSG00000105852	1	0	1	1	0	0	1	1
ENSG00000105854	1945	1759	3033	2508	1803	2330	698	1700
ENSG00000005981	0	0	0	0	0	0	0	0
ENSG00000004799	16	8	10	10	21	22	6	22
ENSG00000158560	308	457	422	336	233	280	50	196
ENSG00000004864	197	329	455	204	202	215	82	141
ENSG00000127922	985	1126	1543	874	874	1299	294	550
ENSG00000006377	0	0	0	0	0	0	0	0
ENSG00000105880	3	1	6	1	0	0	0	0
ENSG00000196636	53	143	159	75	56	105	30	35
ENSG00000006128	1	4	3	0	0	3	0	0
ENSG00000070669	4827	8406	11215	1761	3338	6478	1425	439
ENSG00000135175	0	0	0	0	0	0	0	0
ENSG00000164715	116	231	225	172	203	216	76	139
ENSG00000180535	4	14	15	0	1	2	2	2
ENSG00000205356	127	157	234	147	236	164	71	175
ENSG00000164713	244	267	397	224	298	287	140	183
ENSG00000006453	518	747	654	899	697	636	145	514
ENSG00000106236	2	0	6	0	1	0	0	0
ENSG00000166448	23	35	127	61	51	49	68	82
ENSG00000196367	483	644	836	570	773	750	206	428
ENSG00000198742	363	498	835	582	404	454	150	295
ENSG00000185467	0	0	0	0	0	0	0	0
ENSG00000241685	717	766	1175	511	957	993	362	526
ENSG00000130429	1996	3061	4290	3252	3196	2617	957	2900
ENSG00000106244	230	455	424	319	353	358	123	237
ENSG00000106245	1204	1767	1875	1048	1145	1608	369	516
ENSG00000106246	104	118	175	138	157	163	54	138
ENSG00000248919	804	1099	1591	917	995	1220	291	725
ENSG00000160917	250	574	653	159	222	309	68	84
ENSG00000241468	1457	1847	2297	1551	1464	2064	545	1252
ENSG00000198556	20	32	60	22	21	8	8	23
ENSG00000160908	113	158	266	153	167	196	56	113
ENSG00000196652	100	112	148	111	142	98	37	72
ENSG00000221909	68	80	90	87	57	107	19	38
ENSG00000197343	185	256	280	137	249	356	96	133
ENSG00000272647	45	67	62	31	66	70	12	40
ENSG00000197037	46	96	125	55	109	97	25	62
ENSG00000106258	2	0	9	2	0	2	0	0
ENSG00000282301	0	0	0	1	0	0	1	0
ENSG00000160870	0	0	0	1	0	0	1	0
ENSG00000160868	0	0	0	0	0	0	0	0
ENSG00000021461	0	0	0	0	0	0	0	0
ENSG00000244623	0	0	0	0	0	0	0	0
ENSG00000146833	472	652	813	488	675	657	193	350
ENSG00000176402	0	0	0	0	1	0	0	0
ENSG00000160862	0	0	0	0	0	0	0	0
ENSG00000106261	559	599	934	606	705	704	190	428
ENSG00000166529	68	138	152	123	130	131	42	73
ENSG00000166526	135	234	240	156	164	239	67	81
ENSG00000168090	827	1105	1616	1012	1249	1339	392	1041
ENSG00000166508	54	109	115	64	107	70	61	54
ENSG00000221838	118	195	290	170	171	139	79	102
ENSG00000106290	268	452	645	386	364	441	165	246
ENSG00000166997	256	400	463	358	300	292	131	251
ENSG00000214309	11	11	20	6	16	10	8	9
ENSG00000188186	288	573	651	396	564	506	232	365
ENSG00000146826	79	127	213	161	156	132	62	144
ENSG00000197093	9	18	15	5	9	14	2	3
ENSG00000213420	1	9	11	5	2	4	1	1
ENSG00000066923	2	0	3	5	1	1	0	0
ENSG00000239521	17	65	33	37	32	34	8	17
ENSG00000213413	0	0	1	1	0	0	0	0
ENSG00000214300	0	0	0	0	0	0	0	0
ENSG00000121716	0	0	0	0	0	0	0	0
ENSG00000085514	0	0	0	0	0	0	0	1
ENSG00000078487	6	27	27	16	13	8	13	8
ENSG00000146834	95	127	198	99	156	153	62	109
ENSG00000160813	57	85	132	65	97	76	31	55
ENSG00000185955	0	2	0	1	0	1	0	1
ENSG00000166925	30	48	37	48	70	45	31	61
ENSG00000166924	0	0	0	1	0	0	0	0
ENSG00000106351	70	60	68	91	132	96	63	112
ENSG00000205307	0	0	0	0	0	0	0	0
ENSG00000077454	108	105	175	115	154	173	46	119
ENSG00000106336	0	1	0	3	2	0	0	1
ENSG00000106333	69	150	320	126	104	188	117	128
ENSG00000106330	19	29	38	31	41	41	14	38
ENSG00000106327	0	0	2	5	1	1	0	5
ENSG00000077080	0	0	0	1	1	0	0	0
ENSG00000172354	1208	1892	2706	2090	3201	2060	987	2196
ENSG00000146830	44	52	94	57	117	97	27	61
ENSG00000172336	120	186	272	192	192	173	66	156
ENSG00000130427	0	0	0	0	0	0	0	0
ENSG00000146839	0	0	0	0	0	1	0	0
ENSG00000196411	49	100	92	58	139	143	44	68
ENSG00000146828	128	201	254	164	311	308	89	288
ENSG00000087077	554	1045	1219	843	1157	1165	537	977
ENSG00000087087	356	615	723	700	647	520	153	557
ENSG00000176125	8	16	18	3	10	5	2	5
ENSG00000087085	35	54	43	17	28	38	9	9
ENSG00000169894	0	0	2	0	2	0	0	1
ENSG00000205277	0	0	0	2	1	1	0	0
ENSG00000169876	0	0	0	0	0	0	0	0
ENSG00000169871	197	251	400	287	361	284	116	222
ENSG00000106366	113863	121479	254401	166081	136263	123603	43024	165880
ENSG00000106367	1380	2692	3291	3105	2678	1813	745	2116
ENSG00000128564	4	6	21	45	15	3	6	27
ENSG00000167011	0	0	0	0	0	0	0	0
ENSG00000106384	0	0	0	0	0	0	0	0
ENSG00000106397	1334	1447	3099	2277	2504	1879	860	2571
ENSG00000106400	1356	2618	3230	2337	2021	2008	701	1298
ENSG00000106404	0	0	1	2	0	1	8	2
ENSG00000214253	722	884	1305	825	978	835	266	718
ENSG00000128581	183	279	266	156	161	168	60	66
ENSG00000160963	0	0	0	0	0	0	0	0
ENSG00000106436	1	0	1	0	2	2	0	0
ENSG00000279538	0	0	0	0	0	0	0	0
ENSG00000257923	1104	1506	1845	1102	1538	1905	550	992
ENSG00000160999	1	0	4	0	5	0	0	2
ENSG00000260097	0	0	0	0	0	0	0	0
ENSG00000128563	58	84	121	90	83	107	31	47
ENSG00000160991	31	36	69	52	35	54	8	30
ENSG00000160993	46	72	92	61	92	75	33	47
ENSG00000161036	135	229	253	182	219	197	57	136
ENSG00000005075	52	45	66	32	40	70	13	30
ENSG00000170667	0	0	3	0	0	0	0	1
ENSG00000168255	6	2	5	1	5	8	0	5
ENSG00000270249	5	2	3	1	4	5	0	4
ENSG00000205238	0	0	0	0	0	0	0	0
ENSG00000105808	0	0	0	0	1	0	0	1
ENSG00000205236	6	0	3	1	0	1	0	0
ENSG00000267368	6	0	3	1	0	1	0	0
ENSG00000267645	2	7	2	0	0	7	1	1
ENSG00000173678	0	0	0	0	0	0	0	0
ENSG00000228049	2	7	2	0	0	7	1	1
ENSG00000279168	0	0	0	0	0	0	0	0
ENSG00000222011	12	7	16	10	17	13	7	11
ENSG00000161040	8	10	21	80	14	13	12	67
ENSG00000128606	39	25	203	122	69	72	134	67
ENSG00000170632	36	47	53	61	54	74	34	23
ENSG00000161048	100	106	121	72	142	152	37	63
ENSG00000105819	599	763	1151	634	707	957	276	502
ENSG00000105821	277	361	438	283	297	447	94	190
ENSG00000161057	1432	2064	2864	2080	1915	2134	701	1586
ENSG00000170615	0	0	0	0	0	0	0	0
